alltag,contentsid,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,postcode,phoneno,sbst,created,changed,catemappList,festivalcontents,PHOTOSHARECOUNT,reservelink,contentscd.value,contentscd.label,contentscd.refId,region1cd.value,region1cd.label,region1cd.refId,region2cd.value,region2cd.label,region2cd.refId,repPhoto.descseo,repPhoto.photoid.photoid,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,category,repPhoto
"beach,coastline,activity,summer,camping,funinthewater,healing,naturalscenery,kids,Public Parking,Restrooms",CNTS_000000000020931,Daejeong Beach (Hamo Beach),"Hamo-ri, Daejeong-eup, Seogwipo","Hamo-ri, Daejeong-eup, Seogwipo","beach,coastline,activity,summer,camping,funinthewater,healing,naturalscenery,kids,touristdestination",Transparent Jeju seas that wash over a beautiful sandy beach,10946,1,2,35,2,0,0,5.0,33.226463,126.25283,,064-760-2772,"A beach spot where you can experience camping and walking by (or in) the sea
Hamo Beach, which is located close to Moseulpo Port, is also known as Moseulpo Beach. It is located along Jeju Olle walking trail No. 10. There are more than 10 areas where you can set up your tent. 
If you head out into the ocean with a snorkel and face mask in the summer, you’ll be able to see all sorts of tropic fish and coral. 
On the other side of the beach is a spectacular view of Sanbangsan Mountain. 
",20161213175715,20240810020031,"[{'seq': 28041, 'contentsid': {'value': 'CNTS_000000000020931', 'label': 'Daejeong Beach (Hamo Beach)', 'refId': 'CNTS_000000000020931'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': 'Natural Attractions', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000037', 'label': 'Beaches', 'refId': 'cate0000000009>cate0000000037'}, 'created': '20211210133515'}]",,5.0,,c1,Tourist Destination,contentscd>c1,region2,Seogwipo-si,region>region2,22,Daejong,region2>22,대정해변 (하모해수욕장),2018052303153.0,https://api.cdn.visitjeju.net/photomng/imgpath/201807/26/d26d60e8-3b2f-4902-a3cb-8b632a322df8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/26/6cac3e36-91d1-42cb-9fd6-ebeb99e111ee.jpg,nature,
"Volcanic Cones,On Foot,Sunny,naturalscenery,walking,travelonfoot,kids",CONT_000000000500134,"Daesusanbong Volcanic Cone (Keunmulmoe, Mulmi Oreum Volcanic Cone)","Seopjikoji-ro, Seongsan-eup, Seogwipo-si, Jeju-do","Seopjikoji-ro, Seongsan-eup, Seogwipo-si, Jeju-do","Volcanic Cones,On Foot,Sunny,naturalscenery,walking,travelonfoot,kids,touristdestination",A Volcanic Cone with a Great View of Seongsan Ilchulbong Peak and Seopjikoji,6129,1,2,7,3,0,0,4.0,33.43823383866598,126.90348403627625,,,"This volcanic cone sits behind the Seongsan-eup office, and there is a paved farm road to its base. The farm road is across from the entrance to Sinyang-ri, which is south of the Seongsan-eup Office on Ilju Road. All slopes are gentle and each one is made up of three to four undulating inclines. At the top of the cone is a well-developed ridge that stretches lengthwise down to the halfway point, where an oval-shaped crater remains covered in thick grass. In the Joseon Dynasty era, a beacon fire station was located at the top so that people could communicate with Seongsan Beacon Fire Station in the northeast and Dokja Beacon Fire Station in the southwest. Today, there are only some traces of the beacon fire stations. Apart from the summit, all slopes are covered in a thick and lush forest of Japanese cedar and pine trees. - Origin and Etymology of Volcanic Cone’s Name: The volcanic cone was originally called Mulmoe (Mulmi) but later people felt it necessary to differentiate it from Jogeunmulmoe, its eastern neighbor, thus changing to Keunmulmoe (Keunmulmi). The Chinese notation for the volcanic cone borrows the meaning behind its name, and is written as Daesusanbong.",20160530111636,20240810020058,"[{'seq': 35480, 'contentsid': {'value': 'CONT_000000000500134', 'label': 'Daesusanbong Volcanic Cone (Keunmulmoe, Mulmi Oreum Volcanic Cone)', 'refId': 'CONT_000000000500134'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': 'Natural Attractions', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': 'Volcanic Cones', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20230109105520'}]",,2.0,,c1,Tourist Destination,contentscd>c1,region2,Seogwipo-si,region>region2,17,Seongsan,region2>17,"대수산봉(큰물뫼,물미오름)",2019022593953.0,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/a35c1919-c050-4cdb-8e66-d7d1667b249d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/4fea0143-bb4e-47be-af72-e65c23b5d25d.jpg,nature,
"Volcanic Cones,On Foot,Spring,naturalscenery,walking,travelonfoot",CONT_000000000500129,Dang Oreum Volcanic Cone (Gujwa-eup),"San 199-1, Songdang-ri, Gujwa-eup, Jeju-si, Jeju-do","San 199-1, Songdang-ri, Gujwa-eup, Jeju-si, Jeju-do","Volcanic Cones,On Foot,Spring,naturalscenery,walking,travelonfoot,touristdestination","Where Bonhyangdang Shrine, the Precursor of Jeju Shrines, Opens the Site",6485,2,2,7,1,0,0,5.0,33.467194,126.77773,,,"Songdang Shrine, which can be called the birthplace of Jeju’s shamanistic faith, shows a close relation with shrines (Dang) based on its name alone. Dang Oreum Volcanic Cone, located near the village, lies from the southeast to the northwest approximately 400m to the southwest of Songdang Elementary School. This volcanic cone has an overall low and round body, with the southeastern side acting as its head while the northwestern side forms a relatively gradual slope. The northern slope is slightly dented, and the volcanic edifice forms a horseshoe-shaped crater that has been eroded to the northwest. Sindang Shrine is located on Dangnae Stream, which is on the northwestern foot of Dang Oreum Volcanic Cone. All slopes are covered in a lush forest with overgrowing Japanese cedar, pine trees, and scrubs. [Origin] There is a shrine (Dang) on the northwestern slope of the volcanic cone, leading to it being known as Dang Oreum Volcanic Cone.",20160530111636,20240810020058,"[{'seq': 28030, 'contentsid': {'value': 'CONT_000000000500129', 'label': 'Dang Oreum Volcanic Cone (Gujwa-eup)', 'refId': 'CONT_000000000500129'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': 'Natural Attractions', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': 'Volcanic Cones', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20211210104852'}]",,2.0,,c1,Tourist Destination,contentscd>c1,region1,Jeju-si,region>region1,16,Gujwa,region1>16,당오름,2019022593929.0,https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/e26eb1ed-fc54-4ecd-ac59-acf57fb2bdaf.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/78a51ddd-c3c3-4e1b-976e-c1649ced670d.jpg,nature,
"Volcanic Cones,On Foot,Sunny,Fall,volcaniccone,healing,naturalscenery,walking,travelonfoot",CONT_000000000500131,Dang Oreum Volcanic Cone (Hangyeong-myeon),"Yongsu-gil, Hangyeong-myeon, Jeju-si, Jeju-do","Yongsu-gil, Hangyeong-myeon, Jeju-si, Jeju-do","Volcanic Cones,On Foot,Sunny,Fall,volcaniccone,healing,naturalscenery,walking,travelonfoot,touristdestination",A Place with Remnants of a Japanese Military Base From World War 2,7230,0,2,11,0,0,0,4.0,33.308254,126.17365,,064-710-6072,"This is a complex volcano on which the east, west, and south sides of this volcanic cone are steep and reveal sedimentary rock layers. The western side has a cliff facing the sea and the double hybrid volcanic edifice to the north. The Dang in the name Cheodang Oreum Volcanic Cone stands for shrine. It is said that the foot of this mountain held a shrine that worshipped a snake deity called ‘Sagwi’. Sagwi was misinterpreted through the years into Chagwi and the shrine was named ‘Chagwidang Shrine’. The volcanic cone received its name from the shrine and got its name Chagwi Oreum Volcanic Cone. Dangsanbong Volcanic Cone is the name of this volcanic cone in Chinese characters. The creek that runs from the southeast to the southwest is called Jagwinae or Jagunae. In Tamra-jido, a map of Jeju Island, the creek was displayed as Jagwinae and Jagunae. As Jagwitbengdui was co-displayed in Chinese characters, it can be assumed that the term was a secondary name for Jagwi or Jagu. The name Chagwi is a reading of the name in modern Chinese character pronounciation. It is fair to call this Jagwi as the locals have been calling this creek as Jagwinae. Due to its proximity with the creek, this volcanic cone was named Jagwi Oreum Volcanic Cone. When the Jagwidang Shrine was built, the volcanic cone was called Dangsan Oreum Volcanic Cone. As the years passed, the name Dangsan Oreum Volcanic Cone was forgotten and this volcanic cone came to be known as Dang Oreum Volcanic Cone.",20160530111636,20240810020058,"[{'seq': 28033, 'contentsid': {'value': 'CONT_000000000500131', 'label': 'Dang Oreum Volcanic Cone (Hangyeong-myeon)', 'refId': 'CONT_000000000500131'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': 'Natural Attractions', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': 'Volcanic Cones', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20211210105432'}]",,3.0,,c1,Tourist Destination,contentscd>c1,region1,Jeju-si,region>region1,14,Hangyeong,region1>14,Dang Oreum Volcanic Cone (Hangyeong-myeon),17405.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/798641e1-129f-4ec9-92cc-3ae75c0d1b79.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/073b8204-09b1-42ab-846e-522ea1273808.jpg,nature,
"Volcanic Cones,On Foot,naturalscenery",CONT_000000000500163,Dunjibong,"San 40, Handong-ri, Gujwa-eup, Jeju-si, Jeju-do","San 40, Handong-ri, Gujwa-eup, Jeju-si, Jeju-do","Volcanic Cones,On Foot,naturalscenery,touristdestination",The Uniquely Shaped Dunjibong Volcanic Cone,4876,1,2,0,3,0,0,5.0,33.50136,126.79464,,064-783-2619,"The volcanic cone is relatively steep and looks like a large outdoors concert hall. There are no nearby volcanic cones, making it fairly easy to identify. The volcanic edifice has a horseshoe-shaped crater that sticks out its tongue in the direction of the crater (south), which possesses a well-preserved topography. In front of the crater is a concentrated distribution of small hills from lava debris flow. The northern slope is covered in a forest made up mainly of pine trees, which also grow abundantly on the grassy southern slope. Dunji refers to ‘a place slightly higher than flatland’ in Jeju dialect, and a large gathering of horses and cows is also known as ‘Dunjitda.’ Therefore, the volcanic cone gets its name because there are many ‘Dunji (such as lava debris flow)’ in the surrounding area. It is written as Dunjibong and Dunjiak in Chinese characters.",20160530111636,20240810020059,"[{'seq': 28379, 'contentsid': {'value': 'CONT_000000000500163', 'label': 'Dunjibong', 'refId': 'CONT_000000000500163'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': 'Natural Attractions', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': 'Volcanic Cones', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20211223165844'}]",,7.0,,c1,Tourist Destination,contentscd>c1,region1,Jeju-si,region>region1,16,Gujwa,region1>16,둔지봉,2019022558521.0,https://api.cdn.visitjeju.net/photomng/imgpath/201907/29/1184805a-d761-4d03-a9d1-5e96684d3342.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/29/3acce4dc-9217-4767-9be6-51baaa584a02.jpg,nature,
"Beaches,Activities,Children,Sunny,funinthewater,beach,healing,naturalscenery,leisure/experience,kids,camping,Campground,waterleisure,attractions,untact",CNTS_000000000019761,Gwakji Beach Camping Site,"1565,  Gwakji-rk, Aewol-eup, Jeju-si, Jeju-do","1565,  Gwakji-rk, Aewol-eup, Jeju-si, Jeju-do","Beaches,Activities,Children,Sunny,funinthewater,beach,healing,naturalscenery,leisure/experience,kids,camping,Campground,waterleisure,attractions,untact,touristdestination",Seaside Camping at One of Jeju-do Island's Best Beaches,8483,1,2,27,2,0,0,5.0,33.450752,126.30563,,--,The beach has a camping deck and a bathroom.,20161027114710,20240810020014,"[{'seq': 44886, 'contentsid': {'value': 'CNTS_000000000019761', 'label': 'Gwakji Beach Camping Site', 'refId': 'CNTS_000000000019761'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': 'Leisure/Experience', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000001323', 'label': 'Camping', 'refId': 'cate0000000011>cate0000001323'}, 'created': '20240710172808'}]",,2.0,,c1,Tourist Destination,contentscd>c1,region1,Jeju-si,region>region1,12,Aewol,region1>12,Gwakji Beach Camping Site,6309.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fb01da95-69a8-41a8-a57c-33e00ebc38e3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/bc8a96fa-3fcb-43f4-bb5f-3e9be9992de2.jpg,nature,
"Olle Walking Trails,On Foot,Friends,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery",CNTS_000000000018501,Jeju Olle Course 1-1,"2473-1, Yeonpyeong-ri, Udo-myeon, Jeju-si, Jeju-do","2473-1, Yeonpyeong-ri, Udo-myeon, Jeju-si, Jeju-do","Olle Walking Trails,On Foot,Friends,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery,touristdestination",A Course With a Superb View of Udo and Its Marine Surroundings,15216,8,2,56,0,0,0,5.0,33.505802,126.94178,,064-762-2190,"The course is 15.4 km long, takes about 4 to 5 hours to walk, and has a normal walking difficulty. Udo Island’s Olle is the biggest of those on the 62 small islands around Jeju Island, and it is the best course to see all the beautiful scenery, displaying the indigo sea all year long. You can enjoy Swemultong Hill and walk by the stone wall olle that preserves the old style of Jeju Island’s walls, along with fields of rye, barley, and peanuts. This place is a beautiful flower garden filled with scarlet poppies and crimson clover. ",20161010113307,20240810020008,"[{'seq': 37191, 'contentsid': {'value': 'CNTS_000000000018501', 'label': 'Jeju Olle Course 1-1', 'refId': 'CNTS_000000000018501'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': 'Walking Tour', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001367', 'label': 'Olle Trail', 'refId': 'cate0000001320>cate0000001367'}, 'created': '20230629104642'}]",,10.0,,c1,Tourist Destination,contentscd>c1,region3,Islets,region>region3,31,Udo,region3>31,제주올레 1-1코스,2019022561596.0,https://api.cdn.visitjeju.net/photomng/imgpath/201909/05/f2707d87-a3e5-4b40-9571-97e68fc7b60a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201909/05/18cb7912-6ddf-46ca-bdae-d7c11d5906df.jpg,nature,
"Olle Walking Trails,On Foot,Friends,Solo Travel,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery",CNTS_000000000019005,Jeju Olle Course 11,"3168, Dongil-ri, Daejeong-eup, Seogwipo-si, Jeju-do","3168, Dongil-ri, Daejeong-eup, Seogwipo-si, Jeju-do","Olle Walking Trails,On Foot,Friends,Solo Travel,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery,touristdestination",Located Between Hamo Sports Park and Mureung Ecological School,9562,1,2,20,0,0,0,5.0,33.22835,126.24264,,064-762-2190,"The course is 17.8km long, takes about 5 to 6 hours to walk, and is medium in difficulty. The distance is relatively long and includes the Gotjawal. It is dangerous to walk on the road in Gotjawal, so you need to be careful not to lose sight of the guide ribbon. On a course where Gotjawal is included, it is preferable not to do a reverse direction Olle. Some areas may not have any communication network service, and the area of Gotjawal on the course is not appropriate for a woman to walk alone, so in an inevitable situation, it is a good idea to use the Jeju Traveling Guard.",20161018155706,20240810023459,"[{'seq': 19775, 'contentsid': {'value': 'CNTS_000000000019005', 'label': 'Jeju Olle Course 11', 'refId': 'CNTS_000000000019005'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': 'Walking Tour', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001367', 'label': 'Olle Trail', 'refId': 'cate0000001320>cate0000001367'}, 'created': '20191001174637'}]",,5.0,,c1,Tourist Destination,contentscd>c1,region2,Seogwipo-si,region>region2,22,Daejong,region2>22,제주올레 11코스,2019022594406.0,https://api.cdn.visitjeju.net/photomng/imgpath/202112/14/264abedb-ce9c-4169-be0a-da78d9861995.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/14/d20fe6aa-d605-43e9-a98f-e12b31a47127.jpg,nature,
"Olle Walking Trails,On Foot,Friends,Solo Travel,Spring,olletrail,travelonfoot,walking,naturalscenery",CNTS_000000000018726,Jeju Olle Course 14-1,"San 50-22, Seogwang-ri, Andeok-myeon, Seogwipo-si, Jeju-do","San 50-22, Seogwang-ri, Andeok-myeon, Seogwipo-si, Jeju-do","Olle Walking Trails,On Foot,Friends,Solo Travel,Spring,olletrail,travelonfoot,walking,naturalscenery,touristdestination",Located Between the Artists' Village in Jeoji and Inhang-dong Bus Stop,10289,0,2,20,0,0,0,3.0,33.304893,126.28878,,064-762-2190,"The course is 17 km long, takes about 5 to 6 hours, and is medium in difficulty. Since it is very easy to get lost in Gotjawal Forest, it is important to follow the signs carefully. Since the road is usually empty, it is recommended that you travel with at least two other people. You may not be able to make calls in some areas. If you are a woman, make sure you have another person travelling with you. ",20161013100824,20240810020009,"[{'seq': 38400, 'contentsid': {'value': 'CNTS_000000000018726', 'label': 'Jeju Olle Course 14-1', 'refId': 'CNTS_000000000018726'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': 'Walking Tour', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001367', 'label': 'Olle Trail', 'refId': 'cate0000001320>cate0000001367'}, 'created': '20230711152422'}]",,10.0,,c1,Tourist Destination,contentscd>c1,region2,Seogwipo-si,region>region2,23,Andeok,region2>23,제주올레 14-1코스,2019022594459.0,https://api.cdn.visitjeju.net/photomng/imgpath/202112/14/afad406e-d03d-431a-bff4-ad67ab5e77e7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/14/4033f4e2-7b63-411a-a123-6201fad39939.jpg,nature,
"Olle Walking Trails,On Foot,Friends,Solo Travel,Fall,olletrail,travelonfoot,walking,naturalscenery",CNTS_000000000019520,Jeju Olle Course 16,"1111-2, Gonae-ri, Aewol-eup, Jeju-si, Jeju-do","1111-2, Gonae-ri, Aewol-eup, Jeju-si, Jeju-do","Olle Walking Trails,On Foot,Friends,Solo Travel,Fall,olletrail,travelonfoot,walking,naturalscenery,touristdestination",Located Between Gonae Port and Gwangryeong 1-ri,13537,1,2,68,7,0,1,5.0,33.466846,126.338135,,064-762-2190,"The walk is 15.7 km long, and with few steep slopes to climb or descend it normally takes 5-6 hours to complete, and is deemed to be medium in difficulty. There is no particular place that is physically challenging, but the path is long and contains a number of hills. Since there are flights of stairs to climb after passing the Sinum Port, you need to pass a forest, and it is difficult to travel along this path if you have a stroller or are traveling on a wheelchair.",20161024173224,20240810020013,"[{'seq': 28136, 'contentsid': {'value': 'CNTS_000000000019520', 'label': 'Jeju Olle Course 16', 'refId': 'CNTS_000000000019520'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': 'Walking Tour', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001367', 'label': 'Olle Trail', 'refId': 'cate0000001320>cate0000001367'}, 'created': '20211215093616'}]",,2.0,,c1,Tourist Destination,contentscd>c1,region1,Jeju-si,region>region1,12,Aewol,region1>12,제주올레 16코스,2019022594494.0,https://api.cdn.visitjeju.net/photomng/imgpath/202112/15/b8367c2d-80b7-4798-94c6-40d5b1c1690e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/15/b65c45dc-cee8-4d67-bfb6-0a0840a60dd5.jpg,nature,
"Olle Walking Trails,On Foot,Friends,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery",CNTS_000000000020231,Jeju Olle Course 2,"2563-3, Goseong-ri, Seongsan-eup, Seogwipo-si, Jeju-do","2563-3, Goseong-ri, Seongsan-eup, Seogwipo-si, Jeju-do","Olle Walking Trails,On Foot,Friends,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery,touristdestination",Located Between Gwangchiji Beach and Onpyeong Port,13589,3,2,33,5,0,0,3.0,33.43367,126.8973,,064-762-2190,"Total distance is 14.5 km, and it takes about 4-5 hours to complete while the difficulty level is deemed to be medium. It is an olle that starts from Seongsan-ri Gwangchigi beach and crosses Goseong, Daesusanbong peak, honinji pond and ends at Onpyeong-ri beach. From beautiful shoreline to reservoir field, and even to the quiet mountain path, there are many different colors of roads. If you go to the top of the Daesusanbong peak, you can see the beautiful scenery of Jeju Island’s eastern coast, from Siheung to the Gwangchigi beach. ",20161116132027,20240810020020,"[{'seq': 38381, 'contentsid': {'value': 'CNTS_000000000020231', 'label': 'Jeju Olle Course 2', 'refId': 'CNTS_000000000020231'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': 'Walking Tour', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001367', 'label': 'Olle Trail', 'refId': 'cate0000001320>cate0000001367'}, 'created': '20230711145138'}]",,2.0,,c1,Tourist Destination,contentscd>c1,region2,Seogwipo-si,region>region2,17,Seongsan,region2>17,제주올레 2코스,2019022559668.0,https://api.cdn.visitjeju.net/photomng/imgpath/201908/14/9960a419-4355-4cae-a4c4-a456f14c82c6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/14/8805858c-e133-43b9-b2f8-fb687f88fef9.jpg,nature,
"Olle Walking Trails,On Foot,Friends,Solo Travel,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery",CNTS_000000000020314,Jeju Olle Course 21,"22-4, Hado-ri, Gujwa-eup, Jeju-si, Jeju-do","22-4, Hado-ri, Gujwa-eup, Jeju-si, Jeju-do","Olle Walking Trails,On Foot,Friends,Solo Travel,Spring,Fall,olletrail,travelonfoot,walking,naturalscenery,touristdestination",Located Between Jeju Haenyeo Museum and Jongdal Badang,11169,4,2,22,3,0,0,5.0,33.523525,126.86349,,064-762-2190,"The route is 11.1km long, takes about 3 to 4 hours, and the difficulty level is low. Except for Jimibong Peak, the rest of the path is flat. Although the scenery on Jimibong Peak is amazing, you can opt to skip climbing it and walk around it. It starts facing the sea at Gujwa-eup and continues to a path that is one third villages and fields, one third coastal road, and one third volcanic cones.",20161117172207,20240810020022,"[{'seq': 38388, 'contentsid': {'value': 'CNTS_000000000020314', 'label': 'Jeju Olle Course 21', 'refId': 'CNTS_000000000020314'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': 'Walking Tour', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001367', 'label': 'Olle Trail', 'refId': 'cate0000001320>cate0000001367'}, 'created': '20230711150111'}]",,9.0,,c1,Tourist Destination,contentscd>c1,region1,Jeju-si,region>region1,16,Gujwa,region1>16,제주올레 21코스,2019022563308.0,https://api.cdn.visitjeju.net/photomng/imgpath/201910/01/2e5ccf20-2e70-4216-843e-a1cf80c5562f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/01/9b14d822-4129-438c-bcd8-85a13f939113.jpg,nature,
"wellness, nature, forest, healing, forest trail, trekking,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Accessibility for the Hearing Impaired,Ketercapaian untuk gangguan pendengaran,Low-floor Bus Access,Akses bas tingkat rendah,Parking for Disabled Persons,Difficult,2 to 3 hours",CNTS_200000000008001,Meochewat Forest Trail,"1622-3 Hannam-ri, Namwon-eup, Seogwipo-si","755 Seoseong-ro, Namwon-eup, Seogwipo-si","wellness,nature,forest,healing,forest trail,trekking,travelonfoot,walking,naturalscenery,forestpath,untact,touristdestination",Discover why you feel better when you walk along a forest path.,38862,4,2,84,111,0,2,5.0,33.3301649,126.6789687,,064-805-3113,"한라산 너머 남촌 마을에 위치한 머체왓숲길은 목장 길, 편백림 길, 숲 터널과 꽃길 등 총 6.7km에 걸쳐 다양한 테마가 어우러진 곳이다.입구에 들어서자마자 있는 꽃밭에서는 계절마다 다른 꽃을 볼 수 있고, 꽃밭을 지나면 아름다운 풍경을 볼 수 있는 목장과 다양한 수종이 있는  숲길이 나온다.  특히 삼나무 숲길에는 40~ 50년 전 마을 주민들이 실제 거주했던 머쳇골의 흔적을 고스란히 복원해 놓은 옛 집터, 그리고 그곳으로 향하는 돌담 올레 등이 있어 옛 제주의 정취를 느껴볼 수 있다. 숲길을 완주하면 그동안의 쌓인 피로를 날릴 수 있는 족욕 체험장이 마련되어 있다.  또한 머체왓에서는 해먹 카페도 운영하고 있는데, 이 곳에서 피크닉 세트를 대여하여 소풍 기분을 내보는 것도 또 하나의 재미다.이 곳은 전국의 아름다운 숲을 선정해 국민에게 알림으로써 숲의 소중함을 되새긴다는 취지에서 시행되는 '아름다운 숲 전국대회'에서 높이 평가 받은 바가 있는 곳이다. 조용히 숲길을  걷고 다양한 체험을 해보고 싶다면 한 번 찾아가 보는 것도 좋을 듯하다. ",20181213150645,20240810041129,"[{'seq': 41686, 'contentsid': {'value': 'CNTS_200000000008001', 'label': 'Meochewat Forest Trail', 'refId': 'CNTS_200000000008001'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': 'Natural Attractions', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000043', 'label': 'Recreation Forests', 'refId': 'cate0000000009>cate0000000043'}, 'created': '20231101162524'}, {'seq': 41687, 'contentsid': {'value': 'CNTS_200000000008001', 'label': 'Meochewat Forest Trail', 'refId': 'CNTS_200000000008001'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'wellness', 'label': 'Wellness Tourism', 'refId': 'cate0000000002>wellness'}, 'cate3cd': {'value': 'wellness_view', 'label': 'Wellness  Tourism', 'refId': 'wellness>wellness_view'}, 'created': '20231101162524'}]",,0.0,,c1,Tourist Destination,contentscd>c1,region2,Seogwipo-si,region>region2,25,Namwon,region2>25,머체왓숲길,2019022581709.0,https://api.cdn.visitjeju.net/photomng/imgpath/202108/03/782b4e98-bde0-4c31-adcb-1487d124f349.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202108/03/b625f1d6-54f7-40fd-9339-6fdd1678417c.jpg,nature,
